date,pm25,pm10,o3,no2,so2
2019-01-15,26.0,6.0,24.0,18.0,
2019-01-16,23.0,6.0,26.0,15.0,
2019-01-17,26.0,7.0,22.0,18.0,2.0
2019-01-18,28.0,7.0,24.0,10.0,1.0
2019-01-19,25.0,4.0,25.0,10.0,1.0
2019-01-20,25.0,11.0,19.0,24.0,1.0
2019-01-21,33.0,15.0,6.0,31.0,1.0
2019-01-22,40.0,15.0,20.0,11.0,1.0
2019-01-23,47.0,10.0,15.0,18.0,1.0
2019-01-24,34.0,12.0,22.0,10.0,
2019-01-25,38.0,12.0,21.0,14.0,
2019-01-26,39.0,11.0,17.0,19.0,
2019-01-27,39.0,11.0,22.0,10.0,1.0
2019-01-28,40.0,18.0,21.0,11.0,
2019-01-29,54.0,20.0,17.0,15.0,
2019-01-30,56.0,16.0,16.0,18.0,
2019-01-31,44.0,13.0,19.0,10.0,
2019-02-01,43.0,14.0,17.0,8.0,
2019-02-02,43.0,10.0,15.0,6.0,
2019-02-03,35.0,8.0,19.0,9.0,
2019-02-04,33.0,9.0,23.0,9.0,
2019-02-05,37.0,11.0,21.0,14.0,1.0
2019-02-06,38.0,5.0,24.0,9.0,
2019-02-07,22.0,18.0,22.0,10.0,
2019-02-08,45.0,14.0,26.0,8.0,
2019-02-09,39.0,14.0,27.0,7.0,
2019-02-10,35.0,14.0,23.0,15.0,
2019-02-11,40.0,5.0,28.0,13.0,
2019-02-12,20.0,7.0,28.0,11.0,
2019-02-13,20.0,7.0,29.0,10.0,
2019-02-14,19.0,8.0,27.0,11.0,
2019-02-15,25.0,12.0,25.0,7.0,
2019-02-16,29.0,15.0,33.0,8.0,
2019-02-17,24.0,15.0,28.0,10.0,
2019-02-18,21.0,16.0,25.0,8.0,
2019-02-19,40.0,17.0,30.0,7.0,
2019-02-20,30.0,37.0,29.0,14.0,
2019-02-21,33.0,31.0,28.0,15.0,
2019-02-22,32.0,7.0,31.0,6.0,
2019-02-23,18.0,8.0,26.0,5.0,
2019-02-24,21.0,12.0,36.0,8.0,
2019-02-25,21.0,7.0,33.0,14.0,
2019-02-26,29.0,13.0,29.0,11.0,
2019-02-27,19.0,11.0,34.0,10.0,
2019-02-28,21.0,39.0,33.0,14.0,
2019-03-01,32.0,13.0,33.0,5.0,
2019-03-02,17.0,20.0,31.0,8.0,
2019-03-03,25.0,24.0,27.0,12.0,
2019-03-04,30.0,16.0,28.0,12.0,
2019-03-05,34.0,16.0,30.0,12.0,
2019-03-06,25.0,10.0,30.0,9.0,
2019-03-07,25.0,10.0,24.0,9.0,
2019-03-08,31.0,6.0,35.0,5.0,
2019-03-09,19.0,8.0,33.0,6.0,
2019-03-10,20.0,11.0,30.0,10.0,
2019-03-11,28.0,22.0,26.0,14.0,
2019-03-12,33.0,30.0,30.0,19.0,
2019-03-13,39.0,12.0,29.0,11.0,
2019-03-14,35.0,10.0,27.0,10.0,
2019-03-15,32.0,19.0,27.0,10.0,
2019-03-16,55.0,8.0,26.0,6.0,
2019-03-17,28.0,10.0,30.0,7.0,
2019-03-18,23.0,8.0,27.0,11.0,
2019-03-19,20.0,11.0,28.0,7.0,1.0
2019-03-20,21.0,12.0,26.0,10.0,
2019-03-21,23.0,39.0,36.0,9.0,
2019-03-22,38.0,16.0,31.0,6.0,
2019-03-23,25.0,21.0,37.0,5.0,
2019-03-24,25.0,24.0,28.0,11.0,
2019-03-25,26.0,39.0,33.0,13.0,
2019-03-26,28.0,31.0,28.0,14.0,
2019-03-27,26.0,20.0,28.0,13.0,
2019-03-28,27.0,22.0,29.0,9.0,
2019-03-29,28.0,19.0,34.0,8.0,
2019-03-30,32.0,10.0,33.0,5.0,
2019-03-31,19.0,20.0,33.0,7.0,
2019-04-01,21.0,18.0,31.0,9.0,1.0
2019-04-02,22.0,25.0,32.0,12.0,
2019-04-03,34.0,40.0,35.0,16.0,
2019-04-04,57.0,61.0,40.0,28.0,
2019-04-05,68.0,33.0,40.0,14.0,1.0
2019-04-06,53.0,37.0,42.0,15.0,
2019-04-07,61.0,20.0,37.0,12.0,
2019-04-08,46.0,14.0,27.0,15.0,
2019-04-09,40.0,21.0,26.0,11.0,
2019-04-10,24.0,26.0,28.0,15.0,
2019-04-11,29.0,30.0,29.0,19.0,
2019-04-12,29.0,35.0,35.0,16.0,
2019-04-13,31.0,39.0,36.0,15.0,
2019-04-14,32.0,41.0,35.0,20.0,
2019-04-15,36.0,46.0,36.0,25.0,
2019-04-16,40.0,42.0,31.0,26.0,
2019-04-17,44.0,43.0,33.0,26.0,1.0
2019-04-18,44.0,46.0,47.0,15.0,
2019-04-19,46.0,35.0,42.0,12.0,
2019-04-20,40.0,25.0,40.0,10.0,
2019-04-21,44.0,26.0,41.0,10.0,
2019-04-22,47.0,41.0,46.0,15.0,
2019-04-23,56.0,60.0,46.0,31.0,1.0
2019-04-24,69.0,59.0,48.0,22.0,1.0
2019-04-25,68.0,59.0,38.0,23.0,1.0
2019-04-26,63.0,52.0,45.0,24.0,
2019-04-27,61.0,26.0,33.0,7.0,
2019-04-28,34.0,28.0,28.0,13.0,1.0
2019-04-29,35.0,32.0,36.0,21.0,1.0
2019-04-30,39.0,28.0,41.0,15.0,1.0
2019-05-01,42.0,13.0,31.0,12.0,
2019-05-02,29.0,11.0,26.0,6.0,
2019-05-03,23.0,9.0,29.0,7.0,
2019-05-04,29.0,9.0,32.0,6.0,1.0
2019-05-05,26.0,18.0,30.0,11.0,
2019-05-06,30.0,25.0,32.0,13.0,
2019-05-07,31.0,18.0,30.0,10.0,1.0
2019-05-08,29.0,28.0,37.0,11.0,
2019-05-09,34.0,24.0,33.0,13.0,
2019-05-10,39.0,22.0,18.0,14.0,
2019-05-11,37.0,12.0,33.0,5.0,
2019-05-12,31.0,19.0,25.0,13.0,
2019-05-13,26.0,28.0,31.0,14.0,
2019-05-14,32.0,21.0,30.0,15.0,
2019-05-15,27.0,21.0,33.0,14.0,
2019-05-16,29.0,33.0,37.0,21.0,
2019-05-17,38.0,44.0,39.0,22.0,
2019-05-18,47.0,43.0,34.0,12.0,
2019-05-19,47.0,43.0,30.0,16.0,
2019-05-20,50.0,46.0,38.0,18.0,
2019-05-21,60.0,44.0,32.0,20.0,
2019-05-22,61.0,36.0,24.0,11.0,
2019-05-23,52.0,30.0,23.0,13.0,
2019-05-24,35.0,13.0,30.0,7.0,1.0
2019-05-25,31.0,8.0,27.0,6.0,
2019-05-26,18.0,11.0,27.0,9.0,1.0
2019-05-27,21.0,16.0,24.0,13.0,
2019-05-28,29.0,16.0,31.0,10.0,1.0
2019-05-29,29.0,12.0,31.0,6.0,1.0
2019-05-30,20.0,12.0,31.0,7.0,1.0
2019-05-31,22.0,14.0,28.0,6.0,1.0
2019-06-01,28.0,10.0,29.0,5.0,
2019-06-02,23.0,17.0,29.0,11.0,
2019-06-03,26.0,20.0,40.0,11.0,1.0
2019-06-04,37.0,40.0,42.0,26.0,
2019-06-05,53.0,56.0,40.0,26.0,
2019-06-06,61.0,49.0,37.0,23.0,
2019-06-07,58.0,43.0,39.0,17.0,
2019-06-08,57.0,23.0,36.0,7.0,1.0
2019-06-09,40.0,18.0,37.0,6.0,2.0
2019-06-10,31.0,22.0,35.0,12.0,
2019-06-11,31.0,37.0,26.0,9.0,
2019-06-12,39.0,32.0,23.0,7.0,
2019-06-13,34.0,40.0,15.0,11.0,
2019-06-14,56.0,15.0,26.0,6.0,1.0
2019-06-15,36.0,19.0,41.0,11.0,
2019-06-16,34.0,23.0,37.0,10.0,
2019-06-17,35.0,20.0,31.0,6.0,1.0
2019-06-18,32.0,19.0,38.0,8.0,
2019-06-19,35.0,27.0,39.0,18.0,1.0
2019-06-20,46.0,19.0,45.0,7.0,
2019-06-21,42.0,10.0,31.0,3.0,
2019-06-22,23.0,8.0,30.0,5.0,
2019-06-23,21.0,14.0,30.0,8.0,
2019-06-24,23.0,20.0,27.0,9.0,1.0
2019-06-25,26.0,23.0,28.0,14.0,
2019-06-26,29.0,13.0,26.0,13.0,
2019-06-27,27.0,11.0,29.0,10.0,
2019-06-28,20.0,11.0,29.0,5.0,
2019-06-29,20.0,11.0,28.0,8.0,
2019-06-30,21.0,22.0,36.0,6.0,
2019-07-01,36.0,12.0,26.0,7.0,
2019-07-02,22.0,12.0,23.0,6.0,
2019-07-03,20.0,9.0,25.0,5.0,
2019-07-04,17.0,10.0,27.0,8.0,
2019-07-05,24.0,12.0,21.0,8.0,
2019-07-06,25.0,18.0,21.0,11.0,
2019-07-07,28.0,23.0,24.0,11.0,
2019-07-08,34.0,10.0,9.0,6.0,
2019-07-09,20.0,15.0,21.0,9.0,
2019-07-10,26.0,17.0,18.0,9.0,
2019-07-11,25.0,12.0,24.0,7.0,
2019-07-12,26.0,17.0,27.0,8.0,
2019-07-13,27.0,12.0,21.0,6.0,
2019-07-14,23.0,11.0,25.0,9.0,
2019-07-15,26.0,15.0,24.0,10.0,
2019-07-16,32.0,20.0,26.0,14.0,
2019-07-17,39.0,16.0,29.0,13.0,
2019-07-18,33.0,15.0,26.0,9.0,
2019-07-19,30.0,22.0,27.0,11.0,
2019-07-20,31.0,25.0,29.0,16.0,
2019-07-21,41.0,24.0,27.0,10.0,
2019-07-22,41.0,23.0,39.0,14.0,
2019-07-23,46.0,28.0,31.0,13.0,
2019-07-24,43.0,22.0,23.0,11.0,
2019-07-25,36.0,30.0,40.0,14.0,
2019-07-26,45.0,30.0,36.0,17.0,
2019-07-27,51.0,35.0,27.0,14.0,
2019-07-28,55.0,12.0,27.0,6.0,
2019-07-29,21.0,20.0,22.0,7.0,
2019-07-30,25.0,18.0,22.0,9.0,
2019-07-31,25.0,20.0,23.0,10.0,
2019-08-01,33.0,22.0,24.0,11.0,
2019-08-02,31.0,20.0,24.0,9.0,
2019-08-03,26.0,17.0,24.0,9.0,
2019-08-04,24.0,18.0,24.0,8.0,
2019-08-05,25.0,19.0,31.0,12.0,
2019-08-06,33.0,16.0,30.0,11.0,
2019-08-07,32.0,16.0,26.0,10.0,
2019-08-08,36.0,23.0,27.0,17.0,
2019-08-09,39.0,21.0,25.0,16.0,
2019-08-10,38.0,16.0,25.0,6.0,
2019-08-11,35.0,18.0,31.0,8.0,
2019-08-12,30.0,16.0,31.0,10.0,
2019-08-13,31.0,10.0,29.0,4.0,
2019-08-14,24.0,8.0,27.0,5.0,
2019-08-15,19.0,13.0,33.0,12.0,
2019-08-16,27.0,22.0,29.0,10.0,
2019-08-17,39.0,17.0,30.0,7.0,
2019-08-18,33.0,14.0,29.0,7.0,
2019-08-19,30.0,13.0,29.0,9.0,
2019-08-20,44.0,19.0,29.0,11.0,
2019-08-21,31.0,14.0,30.0,5.0,1.0
2019-08-22,23.0,13.0,37.0,13.0,1.0
2019-08-23,29.0,12.0,24.0,6.0,
2019-08-24,22.0,25.0,23.0,13.0,1.0
2019-08-25,30.0,15.0,21.0,9.0,1.0
2019-08-26,28.0,25.0,21.0,15.0,
2019-08-27,46.0,29.0,29.0,22.0,
2019-08-28,42.0,26.0,23.0,15.0,1.0
2019-08-29,35.0,24.0,30.0,9.0,
2019-08-30,40.0,11.0,29.0,7.0,
2019-08-31,24.0,16.0,26.0,9.0,
2019-09-01,33.0,20.0,22.0,10.0,
2019-09-02,36.0,10.0,26.0,6.0,
2019-09-03,16.0,12.0,26.0,9.0,
2019-09-04,21.0,13.0,31.0,7.0,
2019-09-05,23.0,10.0,24.0,7.0,
2019-09-06,20.0,16.0,23.0,9.0,
2019-09-07,22.0,18.0,20.0,8.0,
2019-09-08,25.0,26.0,19.0,10.0,
2019-09-09,40.0,34.0,33.0,11.0,
2019-09-10,55.0,17.0,29.0,7.0,
2019-09-11,34.0,12.0,28.0,9.0,
2019-09-12,26.0,10.0,19.0,7.0,
2019-09-13,22.0,7.0,23.0,4.0,
2019-09-14,18.0,8.0,24.0,7.0,
2019-09-15,18.0,6.0,21.0,6.0,
2019-09-16,17.0,13.0,16.0,9.0,
2019-09-17,22.0,14.0,14.0,12.0,
2019-09-18,26.0,16.0,17.0,14.0,
2019-09-19,27.0,9.0,21.0,9.0,
2019-09-20,20.0,8.0,19.0,9.0,
2019-09-21,18.0,7.0,20.0,9.0,
2019-09-22,17.0,11.0,18.0,12.0,
2019-09-23,21.0,12.0,19.0,14.0,
2019-09-24,22.0,18.0,11.0,15.0,
2019-09-25,27.0,21.0,18.0,18.0,
2019-09-26,30.0,24.0,18.0,14.0,
2019-09-27,35.0,21.0,26.0,12.0,
2019-09-28,35.0,13.0,24.0,5.0,
2019-09-29,32.0,10.0,19.0,8.0,
2019-09-30,22.0,6.0,22.0,5.0,
2019-10-01,17.0,10.0,21.0,11.0,
2019-10-02,23.0,9.0,13.0,12.0,
2019-10-03,20.0,9.0,16.0,12.0,
2019-10-04,23.0,12.0,18.0,11.0,
2019-10-05,23.0,12.0,17.0,12.0,
2019-10-06,22.0,16.0,17.0,15.0,
2019-10-07,22.0,19.0,15.0,21.0,
2019-10-08,28.0,22.0,13.0,19.0,
2019-10-09,30.0,28.0,9.0,17.0,
2019-10-10,37.0,8.0,22.0,9.0,1.0
2019-10-11,20.0,6.0,21.0,7.0,
2019-10-12,18.0,8.0,19.0,4.0,
2019-10-13,19.0,11.0,12.0,14.0,
2019-10-14,24.0,19.0,15.0,14.0,
2019-10-15,32.0,19.0,13.0,8.0,1.0
2019-10-16,30.0,10.0,7.0,9.0,
2019-10-17,27.0,14.0,5.0,10.0,
2019-10-18,34.0,11.0,26.0,6.0,
2019-10-19,29.0,15.0,22.0,8.0,
2019-10-20,28.0,8.0,18.0,6.0,
2019-10-21,18.0,9.0,22.0,7.0,
2019-10-22,24.0,13.0,23.0,7.0,
2019-10-23,25.0,15.0,25.0,6.0,1.0
2019-10-24,27.0,17.0,22.0,7.0,1.0
2019-10-25,41.0,6.0,26.0,8.0,
2019-10-26,18.0,6.0,20.0,7.0,
2019-10-27,20.0,13.0,14.0,14.0,
2019-10-28,23.0,13.0,16.0,14.0,
2019-10-29,23.0,15.0,18.0,12.0,1.0
2019-10-30,21.0,8.0,24.0,10.0,
2019-10-31,18.0,15.0,20.0,18.0,
2019-11-01,22.0,13.0,24.0,9.0,
2019-11-02,31.0,15.0,16.0,12.0,
2019-11-03,36.0,20.0,19.0,12.0,
2019-11-04,25.0,24.0,22.0,12.0,
2019-11-05,25.0,32.0,22.0,15.0,
2019-11-06,29.0,13.0,17.0,14.0,
2019-11-07,26.0,15.0,12.0,15.0,
2019-11-08,35.0,12.0,14.0,8.0,
2019-11-09,37.0,9.0,10.0,8.0,
2019-11-10,27.0,10.0,6.0,6.0,
2019-11-11,15.0,12.0,16.0,8.0,
2019-11-12,25.0,12.0,15.0,7.0,
2019-11-13,33.0,20.0,14.0,9.0,
2019-11-14,48.0,40.0,19.0,21.0,
2019-11-15,35.0,28.0,13.0,12.0,
2019-11-16,37.0,15.0,17.0,6.0,
2019-11-17,36.0,25.0,17.0,12.0,
2019-11-18,38.0,20.0,15.0,7.0,
2019-11-19,45.0,22.0,12.0,7.0,
2019-11-20,37.0,16.0,18.0,6.0,
2019-11-21,29.0,25.0,16.0,7.0,
2019-11-22,39.0,24.0,15.0,7.0,
2019-11-23,41.0,35.0,11.0,8.0,
2019-11-24,48.0,38.0,9.0,13.0,
2019-11-25,49.0,29.0,16.0,8.0,
2019-11-26,46.0,12.0,12.0,8.0,
2019-11-27,32.0,15.0,5.0,8.0,
2019-11-28,42.0,14.0,13.0,7.0,
2019-11-29,37.0,7.0,25.0,9.0,
2019-11-30,18.0,5.0,26.0,8.0,
2019-12-01,14.0,6.0,23.0,13.0,
2019-12-02,16.0,7.0,25.0,13.0,
2019-12-03,17.0,4.0,25.0,10.0,
2019-12-04,15.0,10.0,25.0,5.0,
2019-12-05,24.0,6.0,26.0,6.0,
2019-12-06,19.0,4.0,21.0,6.0,
2019-12-07,17.0,4.0,27.0,5.0,1.0
2019-12-08,15.0,9.0,31.0,5.0,
2019-12-09,23.0,11.0,21.0,18.0,
2019-12-10,25.0,12.0,23.0,7.0,
2019-12-11,20.0,13.0,20.0,6.0,
2019-12-12,30.0,19.0,16.0,7.0,
2019-12-13,47.0,14.0,20.0,4.0,
2019-12-14,36.0,7.0,14.0,4.0,
2019-12-15,22.0,13.0,25.0,13.0,
2019-12-16,21.0,12.0,26.0,11.0,
2019-12-17,19.0,14.0,22.0,8.0,1.0
2019-12-18,25.0,9.0,23.0,10.0,
2019-12-19,19.0,22.0,20.0,9.0,
2019-12-20,31.0,29.0,13.0,7.0,
2019-12-21,42.0,15.0,11.0,7.0,
2019-12-22,46.0,39.0,17.0,21.0,
2019-12-23,33.0,11.0,16.0,13.0,
2019-12-24,23.0,5.0,16.0,6.0,
2019-12-25,17.0,13.0,15.0,6.0,
2019-12-26,18.0,18.0,22.0,8.0,
2019-12-27,28.0,34.0,26.0,15.0,
2019-12-28,31.0,12.0,24.0,7.0,
2019-12-29,23.0,,,,
2019-12-31,,10.0,25.0,6.0,
2020-01-01,24.0,12.0,23.0,7.0,
2020-01-02,31.0,11.0,29.0,4.0,
2020-01-03,26.0,8.0,30.0,5.0,
2020-01-04,17.0,31.0,24.0,7.0,
2020-01-05,29.0,4.0,26.0,4.0,
2020-01-06,16.0,5.0,23.0,5.0,
2020-01-07,14.0,10.0,22.0,5.0,1.0
2020-01-08,24.0,10.0,25.0,9.0,
2020-01-09,23.0,28.0,16.0,28.0,
2020-01-10,42.0,18.0,26.0,11.0,
2020-01-11,31.0,5.0,25.0,4.0,
2020-01-12,16.0,8.0,25.0,8.0,
2020-01-13,21.0,11.0,25.0,7.0,
2020-01-14,24.0,10.0,22.0,6.0,
2020-01-15,27.0,12.0,27.0,7.0,
2020-01-16,26.0,15.0,20.0,8.0,1.0
2020-01-17,29.0,14.0,20.0,6.0,1.0
2020-01-18,43.0,6.0,26.0,4.0,1.0
2020-01-19,17.0,10.0,27.0,6.0,
2020-01-20,17.0,19.0,30.0,6.0,
2020-01-21,25.0,13.0,30.0,10.0,
2020-01-22,21.0,8.0,27.0,8.0,
2020-01-23,19.0,8.0,23.0,11.0,
2020-01-24,19.0,9.0,29.0,5.0,
2020-01-25,19.0,7.0,26.0,6.0,
2020-01-26,20.0,16.0,23.0,11.0,
2020-01-27,19.0,17.0,18.0,8.0,
2020-01-28,23.0,18.0,18.0,8.0,
2020-01-29,34.0,31.0,15.0,6.0,
2020-01-30,38.0,41.0,14.0,11.0,
2020-01-31,47.0,8.0,16.0,4.0,
2020-02-01,24.0,7.0,22.0,4.0,
2020-02-02,16.0,11.0,26.0,6.0,
2020-02-03,19.0,39.0,25.0,15.0,
2020-02-04,33.0,13.0,24.0,8.0,
2020-02-05,17.0,29.0,26.0,9.0,
2020-02-06,26.0,18.0,23.0,11.0,
2020-02-07,21.0,5.0,22.0,6.0,1.0
2020-02-08,18.0,14.0,23.0,4.0,
2020-02-09,42.0,17.0,30.0,6.0,
2020-02-10,34.0,10.0,29.0,5.0,
2020-02-11,23.0,10.0,29.0,8.0,
2020-02-12,22.0,12.0,26.0,9.0,
2020-02-13,21.0,14.0,18.0,13.0,
2020-02-14,26.0,11.0,23.0,6.0,
2020-02-15,25.0,13.0,22.0,4.0,
2020-02-16,42.0,8.0,30.0,4.0,1.0
2020-02-17,24.0,14.0,28.0,3.0,1.0
2020-02-18,28.0,14.0,26.0,5.0,
2020-02-19,27.0,25.0,23.0,11.0,
2020-02-20,30.0,10.0,26.0,5.0,
2020-02-21,27.0,10.0,32.0,4.0,
2020-02-22,21.0,8.0,29.0,4.0,
2020-02-23,20.0,15.0,28.0,5.0,
2020-02-24,29.0,21.0,24.0,14.0,
2020-02-25,28.0,24.0,27.0,10.0,
2020-02-26,34.0,24.0,24.0,9.0,
2020-02-27,31.0,35.0,22.0,15.0,
2020-02-28,39.0,21.0,26.0,12.0,
2020-02-29,31.0,7.0,29.0,4.0,
2020-03-01,22.0,12.0,26.0,8.0,
2020-03-02,28.0,14.0,21.0,10.0,
2020-03-03,41.0,8.0,20.0,6.0,
2020-03-04,28.0,7.0,29.0,8.0,
2020-03-05,19.0,9.0,23.0,6.0,
2020-03-06,20.0,13.0,21.0,13.0,
2020-03-07,30.0,15.0,28.0,17.0,
2020-03-08,39.0,17.0,26.0,9.0,
2020-03-09,38.0,14.0,27.0,8.0,
2020-03-10,37.0,9.0,22.0,10.0,
2020-03-11,29.0,10.0,26.0,7.0,
2020-03-12,21.0,12.0,29.0,6.0,
2020-03-13,24.0,23.0,27.0,6.0,
2020-03-14,42.0,13.0,32.0,4.0,1.0
2020-03-15,26.0,21.0,28.0,8.0,
2020-03-16,39.0,21.0,27.0,11.0,
2020-03-17,27.0,12.0,25.0,6.0,
2020-03-18,24.0,10.0,27.0,5.0,
2020-03-19,19.0,25.0,24.0,8.0,
2020-03-20,27.0,19.0,26.0,7.0,
2020-03-21,24.0,17.0,29.0,7.0,
2020-03-22,21.0,11.0,30.0,4.0,
2020-03-23,19.0,11.0,34.0,5.0,1.0
2020-03-24,26.0,17.0,38.0,3.0,
2020-03-25,42.0,19.0,37.0,4.0,
2020-03-26,50.0,22.0,35.0,7.0,
2020-03-27,48.0,22.0,34.0,5.0,
2020-03-28,43.0,8.0,29.0,2.0,
2020-03-29,15.0,,,,
2020-03-31,,12.0,32.0,3.0,
2020-04-01,23.0,12.0,33.0,4.0,1.0
2020-04-02,24.0,8.0,35.0,3.0,
2020-04-03,20.0,7.0,31.0,1.0,
2020-04-04,18.0,10.0,29.0,1.0,
2020-04-05,19.0,17.0,34.0,7.0,
2020-04-06,30.0,25.0,39.0,7.0,
2020-04-07,50.0,16.0,28.0,4.0,
2020-04-08,28.0,14.0,29.0,5.0,
2020-04-09,24.0,10.0,30.0,2.0,
2020-04-10,19.0,11.0,31.0,2.0,
2020-04-11,16.0,8.0,31.0,3.0,
2020-04-12,23.0,9.0,31.0,2.0,
2020-04-13,20.0,5.0,26.0,5.0,
2020-04-14,17.0,8.0,28.0,6.0,
2020-04-15,19.0,11.0,28.0,9.0,
2020-04-16,22.0,16.0,28.0,3.0,
2020-04-17,20.0,11.0,29.0,2.0,
2020-04-18,20.0,15.0,29.0,2.0,
2020-04-19,27.0,29.0,29.0,8.0,
2020-04-20,27.0,32.0,33.0,9.0,
2020-04-21,24.0,27.0,32.0,10.0,
2020-04-22,38.0,34.0,33.0,10.0,
2020-04-23,42.0,16.0,31.0,6.0,
2020-04-24,22.0,11.0,33.0,2.0,
2020-04-25,24.0,9.0,33.0,2.0,
2020-04-26,20.0,15.0,26.0,6.0,
2020-04-27,20.0,13.0,28.0,6.0,
2020-04-28,18.0,11.0,22.0,8.0,
2020-04-29,25.0,19.0,28.0,8.0,
2020-04-30,25.0,11.0,30.0,5.0,
2020-05-01,28.0,11.0,33.0,5.0,
2020-05-02,33.0,11.0,33.0,2.0,
2020-05-03,31.0,8.0,29.0,5.0,
2020-05-04,22.0,15.0,31.0,9.0,
2020-05-05,28.0,16.0,33.0,6.0,
2020-05-06,26.0,13.0,32.0,4.0,
2020-05-07,21.0,11.0,31.0,6.0,
2020-05-08,19.0,11.0,34.0,2.0,
2020-05-09,26.0,14.0,32.0,8.0,
2020-05-10,22.0,9.0,31.0,6.0,
2020-05-11,24.0,8.0,27.0,4.0,
2020-05-12,18.0,7.0,30.0,5.0,
2020-05-13,17.0,9.0,30.0,4.0,
2020-05-14,22.0,6.0,27.0,4.0,
2020-05-15,18.0,5.0,30.0,3.0,
2020-05-16,16.0,5.0,24.0,2.0,
2020-05-17,18.0,10.0,27.0,4.0,
2020-05-18,23.0,9.0,27.0,4.0,
2020-05-19,21.0,15.0,26.0,6.0,
2020-05-20,21.0,14.0,30.0,2.0,
2020-05-21,30.0,17.0,28.0,5.0,
2020-05-22,27.0,14.0,31.0,5.0,
2020-05-23,29.0,20.0,29.0,6.0,1.0
2020-05-24,31.0,29.0,32.0,10.0,
2020-05-25,34.0,25.0,34.0,7.0,
2020-05-26,31.0,23.0,32.0,6.0,
2020-05-27,32.0,14.0,24.0,5.0,
2020-05-28,23.0,21.0,26.0,7.0,
2020-05-29,20.0,19.0,26.0,4.0,
2020-05-30,22.0,17.0,25.0,4.0,
2020-05-31,23.0,31.0,24.0,9.0,
2020-06-01,28.0,28.0,27.0,8.0,
2020-06-02,27.0,35.0,31.0,12.0,
2020-06-03,41.0,40.0,22.0,14.0,
2020-06-04,49.0,12.0,23.0,7.0,
2020-06-05,30.0,12.0,31.0,5.0,
2020-06-06,31.0,13.0,32.0,4.0,
2020-06-07,28.0,27.0,23.0,12.0,
2020-06-08,44.0,24.0,28.0,11.0,
2020-06-09,36.0,25.0,27.0,11.0,
2020-06-10,41.0,30.0,25.0,10.0,
2020-06-11,35.0,25.0,26.0,8.0,
2020-06-12,33.0,23.0,28.0,8.0,
2020-06-13,32.0,26.0,29.0,7.0,
2020-06-14,31.0,33.0,48.0,8.0,
2020-06-15,38.0,35.0,32.0,14.0,
2020-06-16,51.0,26.0,40.0,12.0,
2020-06-17,42.0,22.0,32.0,10.0,
2020-06-18,46.0,20.0,31.0,6.0,
2020-06-19,38.0,17.0,25.0,3.0,
2020-06-20,31.0,15.0,23.0,3.0,
2020-06-21,24.0,22.0,24.0,6.0,
2020-06-22,29.0,22.0,32.0,11.0,
2020-06-23,32.0,28.0,28.0,14.0,
2020-06-24,47.0,23.0,36.0,7.0,
2020-06-25,36.0,17.0,37.0,7.0,
2020-06-26,35.0,20.0,44.0,6.0,
2020-06-27,43.0,26.0,28.0,5.0,
2020-06-28,42.0,20.0,28.0,5.0,
2020-06-29,30.0,10.0,32.0,6.0,
2020-06-30,32.0,10.0,26.0,3.0,
2020-07-01,22.0,13.0,23.0,5.0,
2020-07-02,25.0,8.0,27.0,3.0,
2020-07-03,21.0,8.0,31.0,3.0,
2020-07-04,25.0,6.0,25.0,4.0,
2020-07-05,21.0,9.0,27.0,2.0,
2020-07-06,23.0,9.0,23.0,2.0,
2020-07-07,22.0,10.0,23.0,5.0,
2020-07-08,21.0,7.0,24.0,4.0,
2020-07-09,18.0,10.0,25.0,5.0,
2020-07-10,21.0,12.0,22.0,6.0,
2020-07-11,26.0,6.0,27.0,3.0,
2020-07-12,22.0,12.0,23.0,4.0,
2020-07-13,23.0,7.0,23.0,4.0,
2020-07-14,17.0,15.0,26.0,9.0,
2020-07-15,24.0,21.0,22.0,11.0,
2020-07-16,29.0,25.0,31.0,9.0,
2020-07-17,35.0,14.0,36.0,4.0,
2020-07-18,34.0,15.0,35.0,6.0,
2020-07-19,33.0,21.0,29.0,10.0,
2020-07-20,36.0,15.0,28.0,8.0,
2020-07-21,29.0,10.0,19.0,4.0,
2020-07-22,18.0,6.0,17.0,2.0,
2020-07-23,17.0,9.0,23.0,6.0,
2020-07-24,20.0,5.0,23.0,4.0,
2020-07-25,20.0,9.0,22.0,7.0,
2020-07-26,23.0,17.0,39.0,8.0,
2020-07-27,33.0,20.0,24.0,11.0,
2020-07-28,39.0,12.0,20.0,7.0,
2020-07-29,31.0,9.0,21.0,5.0,
2020-07-30,19.0,14.0,18.0,6.0,
2020-07-31,26.0,14.0,24.0,5.0,
2020-08-01,25.0,10.0,23.0,3.0,
2020-08-02,25.0,10.0,22.0,5.0,
2020-08-03,24.0,14.0,19.0,8.0,
2020-08-04,25.0,11.0,25.0,5.0,
2020-08-05,21.0,14.0,29.0,8.0,
2020-08-06,29.0,16.0,23.0,9.0,
2020-08-07,37.0,15.0,38.0,7.0,
2020-08-08,35.0,19.0,34.0,7.0,
2020-08-09,38.0,16.0,19.0,7.0,
2020-08-10,27.0,17.0,18.0,8.0,
2020-08-11,24.0,18.0,22.0,8.0,
2020-08-12,24.0,16.0,23.0,8.0,
2020-08-13,24.0,20.0,26.0,8.0,
2020-08-14,31.0,12.0,27.0,5.0,
