,UTC-DateTime,NL.ISO,NL.Amsterdam.CO.concentration,NL.Amsterdam.CO.aqi,NL.Amsterdam.NO2.concentration,NL.Amsterdam.NO2.aqi,NL.Amsterdam.O3.concentration,NL.Amsterdam.O3.aqi,NL.Amsterdam.SO2.concentration,NL.Amsterdam.SO2.aqi,NL.Amsterdam.PM2.5.concentration,NL.Amsterdam.PM2.5.aqi,NL.Amsterdam.PM10.concentration,NL.Amsterdam.PM10.aqi,NL.Amsterdam.overall_aqi,NL.Rotterdam.CO.concentration,NL.Rotterdam.CO.aqi,NL.Rotterdam.NO2.concentration,NL.Rotterdam.NO2.aqi,NL.Rotterdam.O3.concentration,NL.Rotterdam.O3.aqi,NL.Rotterdam.SO2.concentration,NL.Rotterdam.SO2.aqi,NL.Rotterdam.PM2.5.concentration,NL.Rotterdam.PM2.5.aqi,NL.Rotterdam.PM10.concentration,NL.Rotterdam.PM10.aqi,NL.Rotterdam.overall_aqi,NL.Utrecht.CO.concentration,NL.Utrecht.CO.aqi,NL.Utrecht.NO2.concentration,NL.Utrecht.NO2.aqi,NL.Utrecht.O3.concentration,NL.Utrecht.O3.aqi,NL.Utrecht.SO2.concentration,NL.Utrecht.SO2.aqi,NL.Utrecht.PM2.5.concentration,NL.Utrecht.PM2.5.aqi,NL.Utrecht.PM10.concentration,NL.Utrecht.PM10.aqi,NL.Utrecht.overall_aqi,UK.ISO,UK.London.CO.concentration,UK.London.CO.aqi,UK.London.NO2.concentration,UK.London.NO2.aqi,UK.London.O3.concentration,UK.London.O3.aqi,UK.London.SO2.concentration,UK.London.SO2.aqi,UK.London.PM2.5.concentration,UK.London.PM2.5.aqi,UK.London.PM10.concentration,UK.London.PM10.aqi,UK.London.overall_aqi,UK.Manchester.CO.concentration,UK.Manchester.CO.aqi,UK.Manchester.NO2.concentration,UK.Manchester.NO2.aqi,UK.Manchester.O3.concentration,UK.Manchester.O3.aqi,UK.Manchester.SO2.concentration,UK.Manchester.SO2.aqi,UK.Manchester.PM2.5.concentration,UK.Manchester.PM2.5.aqi,UK.Manchester.PM10.concentration,UK.Manchester.PM10.aqi,UK.Manchester.overall_aqi,UK.Birmingham.CO.concentration,UK.Birmingham.CO.aqi,UK.Birmingham.NO2.concentration,UK.Birmingham.NO2.aqi,UK.Birmingham.O3.concentration,UK.Birmingham.O3.aqi,UK.Birmingham.SO2.concentration,UK.Birmingham.SO2.aqi,UK.Birmingham.PM2.5.concentration,UK.Birmingham.PM2.5.aqi,UK.Birmingham.PM10.concentration,UK.Birmingham.PM10.aqi,UK.Birmingham.overall_aqi,FR.ISO,FR.Paris.CO.concentration,FR.Paris.CO.aqi,FR.Paris.NO2.concentration,FR.Paris.NO2.aqi,FR.Paris.O3.concentration,FR.Paris.O3.aqi,FR.Paris.SO2.concentration,FR.Paris.SO2.aqi,FR.Paris.PM2.5.concentration,FR.Paris.PM2.5.aqi,FR.Paris.PM10.concentration,FR.Paris.PM10.aqi,FR.Paris.overall_aqi,FR.Lyon.CO.concentration,FR.Lyon.CO.aqi,FR.Lyon.NO2.concentration,FR.Lyon.NO2.aqi,FR.Lyon.O3.concentration,FR.Lyon.O3.aqi,FR.Lyon.SO2.concentration,FR.Lyon.SO2.aqi,FR.Lyon.PM2.5.concentration,FR.Lyon.PM2.5.aqi,FR.Lyon.PM10.concentration,FR.Lyon.PM10.aqi,FR.Lyon.overall_aqi,FR.Marseille.CO.concentration,FR.Marseille.CO.aqi,FR.Marseille.NO2.concentration,FR.Marseille.NO2.aqi,FR.Marseille.O3.concentration,FR.Marseille.O3.aqi,FR.Marseille.SO2.concentration,FR.Marseille.SO2.aqi,FR.Marseille.PM2.5.concentration,FR.Marseille.PM2.5.aqi,FR.Marseille.PM10.concentration,FR.Marseille.PM10.aqi,FR.Marseille.overall_aqi,BE.ISO,BE.Brussel.CO.concentration,BE.Brussel.CO.aqi,BE.Brussel.NO2.concentration,BE.Brussel.NO2.aqi,BE.Brussel.O3.concentration,BE.Brussel.O3.aqi,BE.Brussel.SO2.concentration,BE.Brussel.SO2.aqi,BE.Brussel.PM2.5.concentration,BE.Brussel.PM2.5.aqi,BE.Brussel.PM10.concentration,BE.Brussel.PM10.aqi,BE.Brussel.overall_aqi,BE.Antwerp.CO.concentration,BE.Antwerp.CO.aqi,BE.Antwerp.NO2.concentration,BE.Antwerp.NO2.aqi,BE.Antwerp.O3.concentration,BE.Antwerp.O3.aqi,BE.Antwerp.SO2.concentration,BE.Antwerp.SO2.aqi,BE.Antwerp.PM2.5.concentration,BE.Antwerp.PM2.5.aqi,BE.Antwerp.PM10.concentration,BE.Antwerp.PM10.aqi,BE.Antwerp.overall_aqi,BE.Ghent.CO.concentration,BE.Ghent.CO.aqi,BE.Ghent.NO2.concentration,BE.Ghent.NO2.aqi,BE.Ghent.O3.concentration,BE.Ghent.O3.aqi,BE.Ghent.SO2.concentration,BE.Ghent.SO2.aqi,BE.Ghent.PM2.5.concentration,BE.Ghent.PM2.5.aqi,BE.Ghent.PM10.concentration,BE.Ghent.PM10.aqi,BE.Ghent.overall_aqi,FI.ISO,FI.Helsinki.CO.concentration,FI.Helsinki.CO.aqi,FI.Helsinki.NO2.concentration,FI.Helsinki.NO2.aqi,FI.Helsinki.O3.concentration,FI.Helsinki.O3.aqi,FI.Helsinki.SO2.concentration,FI.Helsinki.SO2.aqi,FI.Helsinki.PM2.5.concentration,FI.Helsinki.PM2.5.aqi,FI.Helsinki.PM10.concentration,FI.Helsinki.PM10.aqi,FI.Helsinki.overall_aqi,FI.Tempere.CO.concentration,FI.Tempere.CO.aqi,FI.Tempere.NO2.concentration,FI.Tempere.NO2.aqi,FI.Tempere.O3.concentration,FI.Tempere.O3.aqi,FI.Tempere.SO2.concentration,FI.Tempere.SO2.aqi,FI.Tempere.PM2.5.concentration,FI.Tempere.PM2.5.aqi,FI.Tempere.PM10.concentration,FI.Tempere.PM10.aqi,FI.Tempere.overall_aqi,FI.Oulu.CO.concentration,FI.Oulu.CO.aqi,FI.Oulu.NO2.concentration,FI.Oulu.NO2.aqi,FI.Oulu.O3.concentration,FI.Oulu.O3.aqi,FI.Oulu.SO2.concentration,FI.Oulu.SO2.aqi,FI.Oulu.PM2.5.concentration,FI.Oulu.PM2.5.aqi,FI.Oulu.PM10.concentration,FI.Oulu.PM10.aqi,FI.Oulu.overall_aqi
0,2023-10-23 21:05,NL,267.03,3,16.28,20,34.69,29,2.06,3,10.6,34,11.82,10,34,247,2,18.68,23,33.62,28,3.13,4,7.63,24,9.03,8,28,257.02,2,15.08,18,34.69,29,2.24,3,8.75,28,9.99,9,29,UK,250.34,2,30.85,38,30.04,25,9.18,13,4.18,13,4.74,4,38,236.99,2,16.11,20,31.83,26,4.29,6,5.56,18,8.12,7,26,226.97,2,14.74,18,39.34,33,4.47,6,4.35,14,6.45,5,33,FR,1001.36,11,53.47,66,0.38,0,4.47,6,46.32,111,56.47,51,111,761.03,8,28.1,35,0.06,0,3.93,5,26.24,71,29.92,27,71,257.02,2,4.63,5,87.98,132,1.74,2,7.84,25,21.14,19,132,BE,257.02,2,21.59,26,36.48,30,4.77,7,4.28,13,4.69,4,30,270.37,3,21.76,27,39.34,33,5.72,8,5.24,17,5.82,5,33,273.71,3,25.36,31,33.98,28,7.63,11,4.18,13,4.64,4,31,FI,403.88,4,10.8,13,26.46,22,3.13,4,8.98,29,12.54,11,29,211.95,2,3.38,4,37.55,31,0.43,0,1.71,5,2.29,2,31,253.68,2,0.73,0,67.95,77,0.12,0,0.5,1,0.85,0,77
0,2023-10-23 22:05,NL,257.02,2,13.2,16,37.91,32,1.8,2,8.77,28,9.67,8,32,240.33,2,14.74,18,37.91,32,2.5,3,5.23,16,6.01,5,32,253.68,2,13.2,16,35.76,30,1.86,2,6.85,22,7.67,7,30,UK,243.66,2,27.08,33,30.76,26,7.99,11,3.96,12,4.49,4,33,236.99,2,15.08,18,32.54,27,4.05,5,5.31,17,7.89,7,27,230.31,2,15.77,19,35.05,29,4.47,6,4.6,14,6.44,5,29,FR,333.79,3,20.22,25,33.26,28,1.65,2,7.4,24,9.75,9,28,934.6,10,28.45,35,0,0,5.66,8,35.22,89,38.77,35,89,257.02,2,4.37,5,88.69,134,1.71,2,10.69,34,30.11,27,134,BE,260.35,2,19.36,24,36.84,31,3.64,5,4.33,14,4.7,4,31,267.03,3,20.56,25,39.7,33,5.72,8,5.06,16,5.49,5,33,270.37,3,23.99,29,33.98,28,6.86,10,4.38,14,4.77,4,29,FI,370.5,4,9.77,12,26.11,22,2.53,3,7.2,23,10.37,9,23,210.29,2,4.2,5,36.84,31,0.47,0,1.75,5,2.38,2,31,250.34,2,0.64,0,66.52,73,0.11,0,0.5,1,0.82,0,73
0,2023-10-23 23:05,NL,253.68,2,11.14,13,38.98,33,1.57,2,7.32,23,7.89,7,33,236.99,2,13.2,16,38.27,32,2.68,3,3.78,12,4.21,3,32,250.34,2,11.65,14,36.12,30,1.57,2,4.98,16,5.47,5,30,UK,230.31,2,20.22,25,34.69,29,6.08,8,3.38,10,3.85,3,29,233.65,2,14.05,17,32.9,27,3.82,5,5.61,18,8.33,7,27,230.31,2,15.77,19,31.47,26,4.05,5,5.04,16,6.71,6,26,FR,260.35,2,10.63,13,35.05,29,1.3,1,3.93,12,5.3,4,29,1028.06,11,32.22,40,0,0,7.63,11,40.18,99,43.44,40,99,253.68,2,4.33,5,87.98,132,1.71,2,15.06,48,41.26,38,132,BE,263.69,2,16.97,21,37.55,31,2.56,3,4.12,13,4.49,4,31,270.37,3,20.56,25,37.19,31,6.5,9,4.55,14,4.9,4,31,267.03,3,23.31,29,32.54,27,5.48,8,4.64,15,4.99,4,29,FI,350.48,3,9.85,12,25.75,21,2.68,3,6.34,20,9.25,8,21,206.95,2,4.58,5,32.54,27,0.45,0,1.84,5,2.49,2,27,250.34,2,0.56,0,65.09,69,0.11,0,0.5,1,0.8,0,69
0,2023-10-24 00:06,NL,250.34,2,9.94,12,38.98,33,1.36,2,5.78,18,6.2,5,33,236.99,2,13.2,16,36.84,31,3.49,5,3.4,11,3.7,3,31,240.33,2,9.17,11,39.34,33,1.4,2,3.27,10,3.56,3,33,UK,223.64,2,15.42,19,36.84,31,5.01,7,3.04,9,3.5,3,31,233.65,2,12.85,16,33.26,28,3.79,5,6.35,20,8.98,8,28,226.97,2,14.4,18,29.68,25,3.67,5,5.44,17,6.97,6,25,FR,260.35,2,10.2,12,30.76,26,1.37,2,3.85,12,5.25,4,26,1134.87,12,35.99,44,0,0,9.3,13,45.55,110,48.71,45,110,247,2,3.98,4,87.26,130,1.67,2,20.32,59,52.57,48,130,BE,260.35,2,13.71,17,42.2,35,1.74,2,3.59,11,3.96,3,35,267.03,3,21.08,26,33.62,28,6.97,10,4.01,13,4.34,4,28,270.37,3,21.08,26,30.76,26,3.43,5,4.99,16,5.33,4,26,FI,343.8,3,10.37,12,26.82,22,3.13,4,6.17,20,8.93,8,22,203.61,2,4.16,5,28.25,23,0.38,0,1.96,6,2.58,2,23,253.68,2,0.5,0,63.66,64,0.11,0,0.5,1,0.78,0,64
0,2023-10-24 01:06,NL,243.66,2,8.82,11,39.7,33,1.27,1,3.7,12,4.01,3,33,243.66,2,14.74,18,35.41,30,4.11,6,3.4,11,3.66,3,30,233.65,2,7.8,9,42.92,36,1.82,2,2.48,8,2.69,2,36,UK,220.3,2,14.57,18,33.26,28,4.59,6,3.27,10,3.81,3,28,233.65,2,12,15,33.26,28,3.73,5,6.41,20,8.66,8,28,226.97,2,13.71,17,27.54,23,3.34,4,5.77,18,7.15,6,23,FR,263.69,2,10.63,13,29.33,24,1.52,2,4.04,13,5.47,5,24,1188.28,13,38.39,47,0,0,10.25,15,48.24,115,51.3,47,115,236.99,2,3.64,4,86.55,128,1.59,2,22.67,64,53.56,49,128,BE,243.66,2,7.37,9,45.06,38,0.81,1,2.68,8,3.04,2,38,263.69,2,21.76,27,29.68,25,6.56,9,4.34,14,4.76,4,27,270.37,3,14.74,18,34.33,29,1.71,2,5.74,18,6.14,5,29,FI,337.12,3,10.63,13,30.4,25,3.52,5,5.99,19,8.64,8,25,203.61,2,3.17,3,24.32,20,0.26,0,2.04,6,2.61,2,20,253.68,2,0.49,0,62.23,60,0.11,0,0.5,1,0.76,0,60
0,2023-10-24 02:06,NL,236.99,2,8.23,10,40.05,33,1.42,2,2.45,7,2.7,2,33,257.02,2,17.31,21,34.33,29,4.17,6,4.27,13,4.52,4,29,233.65,2,9,11,41.84,35,2.71,3,2.47,8,2.67,2,35,UK,220.3,2,15.59,19,26.46,22,4.47,6,3.8,12,4.51,4,22,236.99,2,12.17,15,30.04,25,3.73,5,6.4,20,8.19,7,25,223.64,2,13.37,16,24.32,20,2.95,4,5.82,18,7.07,6,20,FR,267.03,3,10.88,13,29.33,24,1.64,2,4.12,13,5.5,5,24,1228.33,13,40.44,50,0,0,11.21,16,50.42,120,53.33,49,120,233.65,2,3.34,4,87.26,130,1.54,2,20.78,60,45.25,41,130,BE,236.99,2,5.23,6,42.92,36,0.95,1,3.37,10,3.81,3,36,263.69,2,18.34,22,32.19,27,4.95,7,4.05,13,4.56,4,27,257.02,2,8.65,10,40.41,34,1.21,1,5.39,17,6.01,5,34,FI,333.79,3,11.48,14,33.62,28,3.99,5,6.12,19,8.72,8,28,203.61,2,2.49,3,21.82,18,0.18,0,2.13,6,2.66,2,18,253.68,2,0.53,0,59.37,51,0.11,0,0.5,1,0.76,0,51
0,2023-10-24 03:07,NL,233.65,2,9.51,11,38.98,33,2.18,3,2.28,7,2.55,2,33,260.35,2,18.34,22,32.19,27,3.64,5,5.18,16,5.45,5,27,247,2,10.97,13,39.34,33,2.86,4,3.48,11,3.72,3,33,UK,223.64,2,16.62,20,20.21,17,4.47,6,4.36,14,5.26,4,20,243.66,2,12.68,15,26.46,22,3.79,5,6.48,21,7.93,7,22,223.64,2,12.85,16,21.46,18,2.68,3,6.17,20,7.35,6,20,FR,270.37,3,12,15,26.46,22,1.83,2,4.44,14,5.84,5,22,1228.33,13,42.5,53,0,0,11.68,17,51.02,121,53.35,49,121,230.31,2,3.17,3,87.26,130,1.48,2,17.95,55,37.3,34,130,BE,240.33,2,5.83,7,40.41,34,1.33,1,6.87,22,7.5,6,34,240.33,2,9.68,12,37.19,31,2.27,3,3.59,11,4.13,3,31,250.34,2,6.86,8,39.7,33,1.12,1,5.71,18,6.39,5,33,FI,330.45,3,13.02,16,33.62,28,4.65,6,6.51,21,9.26,8,28,203.61,2,2.16,2,21.64,18,0.16,0,2.23,7,2.74,2,18,253.68,2,0.66,0,57.22,48,0.13,0,0.5,1,0.76,0,48
0,2023-10-24 04:07,NL,247,2,13.2,16,34.33,29,2.44,3,3.31,10,3.7,3,29,260.35,2,20.74,25,26.82,22,3.99,5,5.35,17,5.75,5,25,250.34,2,10.11,12,38.98,33,1.67,2,5.27,17,5.63,5,33,UK,226.97,2,17.48,21,15.2,12,4.53,6,4.93,16,5.93,5,21,247,2,13.2,16,23.96,20,3.73,5,6.74,21,7.92,7,21,223.64,2,13.37,16,16.81,14,2.38,3,6.98,22,8.11,7,22,FR,280.38,3,13.37,16,21.46,18,2,2,4.86,15,6.31,5,18,1108.17,12,41.81,52,0,0,10.25,15,47.07,113,49.03,45,113,230.31,2,3.21,4,86.55,128,1.43,2,14.19,46,26.99,24,128,BE,250.34,2,7.11,8,37.91,32,1.28,1,8.83,28,9.6,8,32,240.33,2,8.57,10,35.76,30,2.27,3,5.56,18,6.23,5,30,253.68,2,7.2,9,35.41,30,1.28,1,7.89,25,8.63,7,30,FI,333.79,3,14.57,18,33.62,28,5.31,7,6.96,22,10,9,28,206.95,2,1.97,2,25.03,21,0.17,0,2.21,7,2.66,2,21,260.35,2,1.24,1,54.36,46,0.2,0,0.67,2,0.99,0,46
0,2023-10-24 05:08,NL,260.35,2,17.99,22,27.18,23,1.86,2,5.48,17,6.12,5,23,260.35,2,20.39,25,25.75,21,4.11,6,5.81,18,6.49,6,25,250.34,2,12.17,15,33.26,28,1.48,2,5.03,16,5.63,5,28,UK,233.65,2,19.71,24,9.66,8,5.19,7,5.59,18,6.63,6,24,253.68,2,15.08,18,21.46,18,3.87,5,6.61,21,7.66,7,21,230.31,2,16.45,20,9.57,8,2.62,3,7.72,25,8.8,8,25,FR,303.75,3,16.45,20,16.27,13,2.09,3,5.77,18,7.36,6,20,1201.63,13,33.59,41,0,0,9.06,13,55.25,129,57.68,51,129,233.65,2,3.47,4,86.55,128,1.42,2,10.91,35,18.31,16,128,BE,270.37,3,9.34,11,37.55,31,1.21,1,8.94,29,9.8,9,31,250.34,2,10.54,13,31.83,26,2.59,3,7.92,25,8.76,8,26,263.69,2,8.31,10,33.98,28,1.52,2,8.99,29,9.81,9,29,FI,370.5,4,17.14,21,33.62,28,7.27,10,8.91,28,12.47,11,28,208.62,2,2.55,3,22.53,19,0.18,0,2.27,7,2.79,2,19,267.03,3,2.31,2,51.5,43,0.27,0,0.9,2,1.3,1,43
0,2023-10-24 06:08,NL,263.69,2,24.68,30,18.06,15,2.56,3,5.54,17,6.41,5,30,263.69,2,20.56,25,22.53,19,3.82,5,7.42,24,8.28,7,25,250.34,2,15.25,19,26.82,22,2.33,3,5.5,17,6.32,5,22,UK,257.02,2,25.71,32,1.9,1,7.57,11,6.98,22,8.13,7,32,263.69,2,20.91,26,16.63,14,4.65,6,6.66,21,7.66,7,26,253.68,2,22.62,28,1.45,1,4.41,6,9.05,29,10.15,9,29,FR,310.42,3,18.17,22,14.13,11,2.09,3,5.85,18,7.42,6,22,1255.04,14,25.02,31,0,0,7.45,10,61.65,142,64.72,55,142,230.31,2,3.77,4,85.83,127,1.42,2,8.76,28,13.94,12,127,BE,277.04,3,11.31,14,37.91,32,1.3,1,8.02,26,8.89,8,32,260.35,2,12.51,15,31.83,26,2.62,3,8.41,27,9.31,8,27,273.71,3,10.28,12,33.98,28,1.71,2,8.7,28,9.56,8,28,FI,417.23,4,20.91,26,33.26,28,8.7,12,11.14,36,15.12,14,36,208.62,2,3.9,4,17.52,14,0.2,0,2.41,7,3.04,2,14,270.37,3,3.09,3,48.64,41,0.32,0,1.07,3,1.54,1,41
0,2023-10-24 07:08,NL,267.03,3,25.71,32,15.2,12,3.1,4,6.61,21,7.73,7,32,270.37,3,21.59,26,20.03,16,4.17,6,9,29,9.96,9,29,253.68,2,16.62,20,23.25,19,2.59,3,7.78,25,8.74,8,25,UK,287.06,3,28.1,35,0.03,0,10.13,14,8.74,28,9.99,9,35,270.37,3,29.13,36,11.36,9,5.48,8,6.86,22,7.88,7,36,287.06,3,24.68,30,0.01,0,6.26,9,10.41,33,11.56,10,33,FR,293.73,3,16.45,20,13.59,11,2.03,2,5.08,16,6.43,5,20,1308.44,14,20.39,25,0,0,6.5,9,65.11,149,68.6,57,149,233.65,2,4.58,5,85.12,125,1.49,2,7.86,25,11.83,10,125,BE,267.03,3,11.82,14,38.27,32,1.42,2,5.79,18,6.59,6,32,263.69,2,14.22,17,32.9,27,2.68,3,7.17,23,8.05,7,27,280.38,3,12,15,33.98,28,1.85,2,7.09,23,7.95,7,28,FI,440.6,5,22.96,28,33.98,28,9.66,14,11.94,38,16.09,14,38,208.62,2,4.84,6,13.23,11,0.2,0,2.56,8,3.26,3,11,273.71,3,3.09,3,47.21,40,0.33,0,1.15,3,1.68,1,40
0,2023-10-24 08:09,NL,270.37,3,25.71,32,11.98,10,2.92,4,7.82,25,8.82,8,32,263.69,2,19.88,24,21.28,18,3.34,4,8.67,28,9.46,8,28,260.35,2,18.85,23,16.27,13,3.04,4,7.04,22,7.98,7,23,UK,467.3,5,25.02,31,0.02,0,17.41,25,20.79,60,21.87,20,60,257.02,2,31.19,38,20.03,16,5.42,7,5.16,16,5.83,5,38,310.42,3,23.31,29,0.03,0,8.58,12,11.95,38,12.88,11,38,FR,270.37,3,11.14,13,30.76,26,1.89,2,3.29,10,4.5,4,26,1321.79,15,23.99,29,0.05,0,7.75,11,60.29,139,64.78,55,139,250.34,2,7.11,8,85.12,125,1.7,2,7.51,24,9.51,8,125,BE,226.97,2,8.65,10,36.84,31,1.46,2,1.31,4,1.59,1,31,260.35,2,16.28,20,21.99,18,4.05,5,6.4,20,6.94,6,20,287.06,3,16.11,20,18.6,15,2.12,3,7.07,22,7.71,7,22,FI,383.85,4,21.94,27,51.5,43,9.3,13,8.29,26,11.48,10,43,243.66,2,5.66,7,9.57,8,0.17,0,4.35,14,5.24,4,14,277.04,3,3.26,4,45.42,38,0.39,0,1.33,4,1.93,1,38
0,2023-10-24 09:09,NL,270.37,3,24.33,30,16.81,14,3.31,4,6.86,22,7.91,7,30,267.03,3,20.39,25,21.28,18,3.67,5,8.34,27,9.14,8,27,263.69,2,19.19,23,16.99,14,3.46,5,7.4,24,8.36,7,24,UK,460.63,5,25.71,32,0.15,0,16.93,24,20.58,60,21.63,20,60,253.68,2,29.82,37,20.92,17,5.42,7,4.74,15,5.39,4,37,313.76,3,22.96,28,0.3,0,8.94,13,12.16,39,13.08,12,39,FR,250.34,2,7.88,9,37.55,31,1.85,2,2.76,8,3.93,3,31,1308.44,14,21.59,26,0.21,0,6.26,9,59.37,137,64.09,55,137,230.31,2,5.57,6,83.69,121,1.45,2,6.66,21,8.33,7,121,BE,226.97,2,8.4,10,36.84,31,1.46,2,1.06,3,1.31,1,31,253.68,2,14.74,18,25.75,21,4.11,6,3.97,12,4.43,4,21,280.38,3,14.74,18,21.46,18,2.09,3,4.86,15,5.44,5,18,FI,357.15,4,21.76,27,53.64,45,8.82,12,7.01,22,10.18,9,45,223.64,2,4.03,5,13.95,11,0.14,0,2.92,9,3.65,3,11,273.71,3,2.72,3,45.78,38,0.32,0,1.19,3,1.77,1,38
0,2023-10-24 10:09,NL,263.69,2,22.96,28,21.28,18,3.46,5,5.74,18,6.68,6,28,270.37,3,20.22,25,21.46,18,3.76,5,7.17,23,7.79,7,25,263.69,2,19.02,23,19.31,16,3.61,5,7.05,22,7.83,7,23,UK,340.46,3,34.27,42,1.95,1,19.07,28,13.67,44,14.45,13,44,253.68,2,25.36,31,25.03,21,5.36,7,4.24,13,4.86,4,31,300.41,3,26.39,32,0.92,0,11.09,16,11.33,36,12.24,11,36,FR,240.33,2,5.91,7,45.78,38,1.8,2,2.36,7,3.68,3,38,907.9,10,25.71,32,1.74,1,4.95,7,36,91,39.16,36,91,220.3,2,4.03,5,84.4,123,1.51,2,4.89,15,6.07,5,123,BE,226.97,2,8.14,10,34.69,29,1.49,2,0.94,3,1.19,1,29,247,2,14.4,18,27.9,23,4.05,5,2.63,8,3.02,2,23,270.37,3,11.82,14,24.32,20,2,2,3.8,12,4.29,3,20,FI,320.44,3,19.19,23,59.37,51,7.75,11,4.89,15,7.54,6,51,208.62,2,2.83,3,19.49,16,0.13,0,1.96,6,2.55,2,16,260.35,2,1.33,1,57.22,48,0.19,0,0.62,2,1.01,0,48
0,2023-10-24 11:10,NL,260.35,2,22.28,27,23.96,20,3.43,5,4.58,14,5.35,4,27,270.37,3,20.05,25,21.46,18,3.87,5,4.76,15,5.14,4,25,260.35,2,18.51,23,22.71,19,3.46,5,5.31,17,5.89,5,23,UK,310.42,3,29.13,36,5.36,4,16.69,24,11.62,37,12.3,11,37,247,2,21.08,26,30.76,26,5.42,7,3.56,11,4.13,3,26,310.42,3,28.79,35,1.42,1,14.31,21,11.56,37,12.55,11,37,FR,233.65,2,5.1,6,52.21,44,1.71,2,2.22,7,3.71,3,44,794.41,9,25.02,31,4.16,3,4.77,7,30.26,79,33.13,30,79,220.3,2,3.77,4,83.69,121,2.09,3,4.23,13,5.68,5,121,BE,226.97,2,8.05,10,29.33,24,1.51,2,0.98,3,1.23,1,24,247,2,14.22,17,27.18,23,4.05,5,2.44,7,2.81,2,23,253.68,2,8.14,10,24.68,20,1.82,2,3.32,10,3.73,3,20,FI,320.44,3,20.22,25,59.37,51,8.11,11,4.93,16,7.54,6,51,200.27,2,2.27,2,23.25,19,0.13,0,1.58,5,2.09,1,19,257.02,2,1.2,1,59.37,51,0.18,0,0.53,1,0.9,0,51
0,2023-10-24 12:10,NL,260.35,2,21.94,27,25.75,21,3.31,4,4.07,13,4.67,4,27,263.69,2,19.88,24,21.46,18,3.87,5,3.79,12,4.07,3,24,257.02,2,17.65,22,25.03,21,3.28,4,3.58,11,4,3,22,UK,283.72,3,22.28,27,10.1,8,13.59,19,10.54,34,11.1,10,34,243.66,2,18.34,22,35.76,30,5.48,8,2.98,9,3.49,3,30,317.1,3,30.5,38,1.32,1,16.45,24,12.46,40,13.47,12,40,FR,233.65,2,4.67,5,58.65,49,1.65,2,2.16,7,3.72,3,49,720.98,8,24.68,30,7.24,6,4.65,6,26.36,71,29.17,27,71,233.65,2,4.67,5,71.53,89,3.79,5,3.65,11,5.7,5,89,BE,230.31,2,8.74,10,23.25,19,1.58,2,1.32,4,1.58,1,19,257.02,2,14.22,17,21.82,18,4.41,6,2.89,9,3.27,3,18,233.65,2,5.57,6,27.18,23,1.51,2,3.06,9,3.44,3,23,FI,327.11,3,22.96,28,55.79,47,8.94,13,5.41,17,8.2,7,47,196.93,2,2.1,2,26.46,22,0.14,0,1.57,5,2.06,1,22,257.02,2,1.19,1,57.94,49,0.17,0,0.51,1,0.88,0,49
0,2023-10-24 13:10,NL,253.68,2,21.42,26,26.46,22,3.22,4,3.42,11,3.93,3,26,253.68,2,19.19,23,20.03,16,3.64,5,3.34,10,3.55,3,23,253.68,2,17.99,22,24.32,20,3.22,4,2.98,9,3.32,3,22,UK,243.66,2,15.25,19,29.68,25,7.63,11,6.26,20,6.61,6,25,236.99,2,17.65,22,37.19,31,5.25,7,2.74,8,3.2,2,31,257.02,2,27.76,34,17.35,14,10.25,15,7.45,24,8.08,7,34,FR,226.97,2,4.24,5,70.1,84,1.4,2,1.76,5,3.07,2,84,413.9,4,22.62,28,33.26,28,3.19,4,10.54,34,11.94,11,34,236.99,2,5.57,6,74.39,98,5.66,8,4.45,14,6.96,6,98,BE,230.31,2,8.31,10,29.68,25,1.86,2,1.9,6,2.16,2,25,253.68,2,12.34,15,21.82,18,4.77,7,3.39,11,3.78,3,18,216.96,2,4.5,5,42.2,35,1.46,2,2.54,8,2.96,2,35,FI,357.15,4,27.76,34,49.35,41,10.01,14,7.26,23,10.65,9,41,193.6,2,1.99,2,34.33,29,0.15,0,1.5,4,1.87,1,29,257.02,2,1.14,1,56.51,47,0.17,0,0.5,1,0.86,0,47
0,2023-10-24 14:11,NL,250.34,2,22.28,27,24.68,20,3.07,4,3.05,9,3.51,3,27,243.66,2,18.51,23,19.13,16,3.4,5,3.22,10,3.42,3,23,250.34,2,19.71,24,20.39,17,3.1,4,2.95,9,3.26,3,24,UK,233.65,2,13.2,16,42.92,36,6.56,9,3.7,12,4.09,3,36,240.33,2,20.22,25,32.54,27,5.19,7,2.81,9,3.25,3,27,233.65,2,17.14,21,32.54,27,6.38,9,4.73,15,5.18,4,27,FR,230.31,2,5.4,6,73.67,95,1.37,2,1.71,5,2.95,2,95,333.79,3,19.71,24,44.35,37,2.62,3,6.77,21,7.73,7,37,233.65,2,5.83,7,82.97,119,5.42,7,4.71,15,7.1,6,119,BE,226.97,2,7.71,9,42.56,36,2.12,3,2.21,7,2.56,2,36,233.65,2,10.45,13,32.19,27,4.59,6,3.08,10,3.52,3,27,211.95,2,4.93,6,55.08,46,1.82,2,1.78,5,2.3,2,46,FI,400.54,4,33.24,41,41.13,34,10.61,15,9.86,32,14.07,13,41,193.6,2,2.83,3,36.12,30,0.2,0,1.64,5,2.06,1,30,257.02,2,1.16,1,55.79,47,0.17,0,0.5,1,0.84,0,47
